"Source:","C:\Users\Sergio\Documents\EOS\CM4IO\CM4IOv5.kicad_sch"
"","","D4","MMBZ5242BLT3G","Diode:BZX84Cxx","Diode_SMD:D_SOT-23_ANK","https://diotec.com/tl_files/diotec/files/pdf/datasheets/bzx84c2v4.pdf","C12773","Digikey","	MMBZ5242BLT3GOSCT-ND","MMBZ5242BLT3G","Onsemi","","	Zener Diode 12V 225mW 5% Surface Mount SOT-23-3 (TO-236)"
"","","J4","Conn_01x22_Female","Connector:Conn_01x22_Female","Connector_FFC-FPC:Hirose_FH12-22S-0.5SH_1x22-1MP_P0.50mm_Horizontal","https://www.hirose.com/product/document?clcode=&productname=&series=FH12&documenttype=Catalog&lang=en&documentid=D31648_en","C262275","Mouser","798-FH12-22S-0.5SH55","FH12-22S-0.5SH55","Hirose","","22 Position FFC, FPC Connector Contacts, Bottom 0.020"" (0.50mm) Surface Mount, Right Angle"
"","","J5","Conn_01x22_Female","Connector:Conn_01x22_Female","Connector_FFC-FPC:Hirose_FH12-22S-0.5SH_1x22-1MP_P0.50mm_Horizontal","https://www.hirose.com/product/document?clcode=&productname=&series=FH12&documenttype=Catalog&lang=en&documentid=D31648_en","C262275","Mouser","798-FH12-22S-0.5SH55","FH12-22S-0.5SH55","Hirose","","22 Position FFC, FPC Connector Contacts, Bottom 0.020"" (0.50mm) Surface Mount, Right Angle"
"","","J7","Micro_SD_Card_Det","Connector:Micro_SD_Card_Det","CM4IO:SDCARD_MOLEX_503398-1892","https://www.hirose.com/product/en/download_file/key_name/DM3/category/Catalog/doc_file_id/49662/?file_category_id=4&item_id=195&is_series=1","C428492","Farnell","2358234","503398-1892","Molex","UCON00512","9 (8 + 1) Position Card Connector microSD™ Surface Mount, Right Angle Gold"
"","","J10","690-019-298-412","CM4IO:HDMI_A_1.4","CM4IO:EDAC 690-019-298-412","https://www.tme.eu/Document/f15dffbcfad8545e17826f72d36911c8/206A-SEAN-R03.pdf","C111617","Farnell","2614936","690-019-298-412","EDAC","UCON00802","HDMI Connector, Right Angle, 19 Contacts, Receptacle, Surface Mount, Surface Mount Right Angle"
"","","J11","USB_OTG","Connector:USB_OTG","EOS:USB_Micro-B_EDAC_UCON00686","https://cdn.amphenol-icc.com/media/wysiwyg/files/documentation/datasheet/inputoutput/io_usb_micro.pd","C393940","Digikey","609-4050-2-ND","690-005-298-486","EDAC","UCON00686","USB - micro B USB 2.0 Receptacle Connector 5 Position Surface Mount, Right Angle; Through Hole"
"","","J12","10018783-11200TLF","CM4IO:PCIe-x1","CM4IO:PCIex1-36","https://www.mouser.co.uk/datasheet/2/18/10018783-1525093.pdf","C404113","Mouser","649-10018783-1200TLF","10018783-11200TLF","Amphenol FCI","","PCI Express/PCI Connectors PCIE THROUGH HOLE 36P"
"","","J13","690-008-221-904","CM4IO:USB_67298-4090","CM4IO:MOLEX_USB_67298-4090","https://www.molex.com/pdm_docs/sd/672984090_sd.pdf","C2341","Farnell","	2751688","690-008-221-904","EDAC","UCON00727","USB-A (USB TYPE-A), Stacked Receptacle Connector 8 Position Through Hole, Right Angle"
"","","J15","Conn_01x22_Female","Connector:Conn_01x22_Female","Connector_FFC-FPC:Hirose_FH12-22S-0.5SH_1x22-1MP_P0.50mm_Horizontal","https://www.hirose.com/product/document?clcode=&productname=&series=FH12&documenttype=Catalog&lang=en&documentid=D31648_en","C262275","Mouser","798-FH12-22S-0.5SH55","FH12-22S-0.5SH55","Hirose","","22 Position FFC, FPC Connector Contacts, Bottom 0.020"" (0.50mm) Surface Mount, Right Angle"
"","","J16","Conn_01x22_Female","Connector:Conn_01x22_Female","Connector_FFC-FPC:Hirose_FH12-22S-0.5SH_1x22-1MP_P0.50mm_Horizontal","https://www.hirose.com/product/document?clcode=&productname=&series=FH12&documenttype=Catalog&lang=en&documentid=D31648_en","C262275","Mouser","798-FH12-22S-0.5SH55","FH12-22S-0.5SH55","Hirose","","22 Position FFC, FPC Connector Contacts, Bottom 0.020"" (0.50mm) Surface Mount, Right Angle"
"","","J17","Molex 470531000","Connector_Generic:Conn_01x04","Connector:FanPinHeader_1x04_P2.54mm_Vertical","https://www.molex.com/pdm_docs/sd/470531000_sd.pdf","C240840","Farnell","	2313705","470531000","Molex","","	Connector Header Through Hole 4 position 0.100"" (2.54mm)"
"","","J19","Barrel_Jack","CM4IO:Barrel_Jack","EOS:BarrelJack_Horizontal","https://www.toby.co.uk/uploads/publications/842.pdf","C381116","Toby","DC-001-A-2.1mm-R","DC-001-A-2.1mm-R","Valcon","","DC Power Connectors PCB 2.1MM"
"","","J20","AMP171826-4","Connector_Generic:Conn_01x04","171826-4:TE_171826-4","https://www.te.com/usa-en/product-171826-4.html","C305806","Farnell","	1056115","AMP171826-4","AMP-TE","","Wire-To-Board Connector, Right Angle, 2.54 mm, 4 Contacts, Header, AMP EI Series, Through Hole"
"","","J22","690-019-298-412","CM4IO:HDMI_A_1.4","CM4IO:EDAC 690-019-298-412","https://www.tme.eu/Document/f15dffbcfad8545e17826f72d36911c8/206A-SEAN-R03.pdf","C111617","Farnell","2614936","690-019-298-412","EDAC","UCON00802","HDMI Connector, Right Angle, 19 Contacts, Receptacle, Surface Mount, Surface Mount Right Angle"
"","","L3","SRN6045TA-3R3Y","pspice:INDUCTOR","Inductor_SMD:L_Bourns_SRN6045TA","https://www.bourns.com/docs/Product-Datasheets/SRN6045TA.pdf","C357078","Farnell","2616889","SRN6045TA-3R3Y","Bourns","","3.3µH Semi-Shielded Wirewound Inductor 7.8A 21mOhm Nonstandard"
"","","L5","SRN6045TA-3R3Y","pspice:INDUCTOR","Inductor_SMD:L_Bourns_SRN6045TA","https://www.bourns.com/docs/Product-Datasheets/SRN6045TA.pdf","C357078","Farnell","2616889","SRN6045TA-3R3Y","Bourns","","3.3µH Semi-Shielded Wirewound Inductor 7.8A 21mOhm Nonstandard"
"","","Module1","ComputeModule4","CM4IO:ComputeModule4-CM4","CM4IO:Raspberry-Pi-4-Compute-Module","","C597931","Hirose","2off DF40C-100DS-0.4V","2off DF40C-100DS-0.4V","Hirose","","	100 Position Connector Receptacle, Center Strip Contacts Surface Mount Gold"
"","","Q1","DMP3013SFV-7","Transistor_FET:DMP3013SFV","Package_SON:Diodes_PowerDI3333-8","https://www.diodes.com/assets/Datasheets/DMP3013SFV.pdf","C264098","Farnell","3405192","DMP3013SFV-7","Diodes","","DMP3013SFV-7 -  Power MOSFET, P Channel, 30 V, 12 A, 0.008 ohm, PowerDI3333, Surface Mount"
"","","R1","1k","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328304","Farnell","9239235","RK73H1ETTP1001F","KOA EUROPE GMBH","125049511","Resistor 1K M1005 1% 63mW"
"","","R2","470R","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C352415","Farnell","9239197","RK73G1ETQTP4700D         ","KOA EUROPE GMBH","120887981","Resistor 470R M1005 1% 63mW"
"","","R3","470R","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C352415","Farnell","9239197","RK73G1ETQTP4700D         ","KOA EUROPE GMBH","120887981","Resistor 470R M1005 1% 63mW"
"","","R4","nf","Device:R","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C597931","nf","nf","nf","","",""
"","","R5","0R","Device:R","Resistor_SMD:R_0805_2012Metric_Pad1.15x1.40mm_HandSolder","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C100045","Farnell","9233750","MCR10EZPJ000","Rohm","121629591","Resistor 0R M2012 5% "
"","","R6","2.2K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328314","Farnell","9239278","RK73G1ETQTP2201D         ","KOA EUROPE GMBH","120889581","Resistor 2.2K M1005 1% 63mW"
"","","R7","2.2K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328314","Farnell","9239278","RK73G1ETQTP2201D         ","KOA EUROPE GMBH","120889581","Resistor 2.2K M1005 1% 63mW"
"","","R8","2.2K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328314","Farnell","9239278","RK73G1ETQTP2201D         ","KOA EUROPE GMBH","120889581","Resistor 2.2K M1005 1% 63mW"
"","","R9","10R","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C138066","Farnell","9238999","RC0402FR-0710RL","Yageo","URES00256","Resistor 10R M1005 1% 63mW"
"","","R10","1k","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328304","Farnell","9239235","RK73H1ETTP1001F","KOA EUROPE GMBH","125049511","Resistor 1K M1005 1% 63mW"
"","","R11","2.2K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328314","Farnell","9239278","RK73G1ETQTP2201D         ","KOA EUROPE GMBH","120889581","Resistor 2.2K M1005 1% 63mW"
"","","R12","36K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C226709","Farnell","1458788","MCR01MZPF3602","Rohm","","Resistor 36K M1005 1% 63mW"
"","","R13","36K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C226709","Farnell","1458788","MCR01MZPF3602","Rohm","","Resistor 36K M1005 1% 63mW"
"","","R14","36K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C226709","Farnell","1458788","MCR01MZPF3602","Rohm","","Resistor 36K M1005 1% 63mW"
"","","R15","12K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C131502","Farnell","9239367","MCR01MZPF1202","Rohm","","Resistor 12K M1005 1% 63mW"
"","","R16","36K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C226709","Farnell","1458788","MCR01MZPF3602","Rohm","","Resistor 36K M1005 1% 63mW"
"","","R17","nf","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328304","Farnell","9239235","RK73H1ETTP1001F","KOA EUROPE GMBH","125049511","Resistor 1K M1005 1% 63mW"
"","","R18","nf","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328304","Farnell","9239235","RK73H1ETTP1001F","KOA EUROPE GMBH","125049511","Resistor 1K M1005 1% 63mW"
"","","R19","510K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C509675","Farnell","1458807","MCR01MZPF5103","Rohm","","Resistor 510K M1005 1% 63mW"
"","","R20","510K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C509675","Farnell","1458807","MCR01MZPF5103","Rohm","","Resistor 510K M1005 1% 63mW"
"","","R21","36K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C226709","Farnell","1458788","MCR01MZPF3602","Rohm","","Resistor 36K M1005 1% 63mW"
"","","R22","10R","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C138066","Farnell","9238999","RC0402FR-0710RL","Yageo","URES00256","Resistor 10R M1005 1% 63mW"
"","","R23","12K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C131502","Farnell","9239367","MCR01MZPF1202","Rohm","","Resistor 12K M1005 1% 63mW"
"","","R24","47K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C543615","Farnell","9239430","RK73G1ETQTP4702D  ","KOA EUROPE GMBH","120892781","Resistor 47K M1005 1% 63mW"
"","","R25","20K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328310","Farnell","2331485","RK73H1ETTP2002F","KOA EUROPE GMBH","","Resistor 20K M1005 1% 63mW"
"","","R26","12K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C131502","Farnell","9239367","MCR01MZPF1202","Rohm","","Resistor 12K M1005 1% 63mW"
"","","R27","12K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C131502","Farnell","9239367","MCR01MZPF1202","Rohm","","Resistor 12K M1005 1% 63mW"
"","","R28","2.2K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C328314","Farnell","9239278","RK73G1ETQTP2201D         ","KOA EUROPE GMBH","120889581","Resistor 2.2K M1005 1% 63mW"
"","","R29","12K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C131502","Farnell","9239367","MCR01MZPF1202","Rohm","","Resistor 12K M1005 1% 63mW"
"","","R30","15K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C525579","Farnell","9239375","MCR01MZPF1502","Rohm","120891581","Resistor 15K M1005 1% 63mW"
"","","R36","15K 1%","Device:R","Resistor_SMD:R_0402_1005Metric","https://fscdn.rohm.com/en/products/databook/datasheet/passive/resistor/chip_resistor/mcr-e.pdf","C525579","Farnell","9239375","MCR01MZPF1502","Rohm","120891581","Resistor 15K M1005 1% 63mW"
"","","U1","TPD4EUSB30","CM4IO:TPD4EUSB30","Package_SON:USON-10_2.5x1.0mm_P0.5mm","http://www.ti.com/lit/ds/symlink/tpd2eusb30a.pdf","C911379","Farnell","2335455","CDDFN10-3324P-13","Bourns","UDIO00346","Quad TVS diode for high speed signals (USB3, GigE etc.)"
"","","U2","TPD4EUSB30","CM4IO:TPD4EUSB30","Package_SON:USON-10_2.5x1.0mm_P0.5mm","http://www.ti.com/lit/ds/symlink/tpd2eusb30a.pdf","C911379","Farnell","2335455","CDDFN10-3324P-13","Bourns","UDIO00346","Quad TVS diode for high speed signals (USB3, GigE etc.)"
"","","U4","TPD4EUSB30","CM4IO:TPD4EUSB30","Package_SON:USON-10_2.5x1.0mm_P0.5mm","http://www.ti.com/lit/ds/symlink/tpd2eusb30a.pdf","C911379","Farnell","2335455","CDDFN10-3324P-13","Bourns","UDIO00346","Quad TVS diode for high speed signals (USB3, GigE etc.)"
"","","U5","74LVC1G07SE-7","CM4IO:74LVC1G07_copy","Package_TO_SOT_SMD:SOT-353_SC-70-5","https://www.diodes.com/assets/Datasheets/74LVC1G07.pdf","C282345","Farnell","2425492","74LVC1G07SE-7","Diodes","","Buffer, Non-Inverting 1 Element 1 Bit per Element Open Drain Output SOT-353"
"","","U6","USB2514B-I/M2","Interface_USB:USB2514B_Bi","Package_DFN_QFN:QFN-36-1EP_6x6mm_P0.5mm_EP3.7x3.7mm","http://ww1.microchip.com/downloads/en/DeviceDoc/00001692C.pdf","C220679","Farnell","2775060","USB2514B-I/M2","Microchip","UICC00931","	USB Hub Controller USB Interface 36-SQFN (6x6)"
"","","U7","AP22653W6","CM4IO:AP2553W6","Package_TO_SOT_SMD:SOT-23-6","https://www.diodes.com/assets/Datasheets/AP255x.pdf","C2920631","Digikey","	31-AP22653W6-7CT-ND","AP22653W6","Diodes","","	Power Switch/Driver 1:1 P-Channel 2.1A SOT-23-6"
"","","U8","PCF85063AT/AAZ","Timer_RTC:PCF8563T","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","https://www.nxp.com/docs/en/data-sheet/PCF85063A.pdf","C2157792","Farnell","2890042","PCF85063AT/AAZ","NXP","","Real Time Clock (RTC) IC Clock/Calendar I²C, 2-Wire Serial 8-SOIC (0.154"", 3.90mm Width)"
"","","U9","74LVC1G07SE-7","CM4IO:74LVC1G07_copy","Package_TO_SOT_SMD:SOT-353_SC-70-5","https://www.diodes.com/assets/Datasheets/74LVC1G07.pdf","C282345","Farnell","2425492","74LVC1G07SE-7","Diodes","","Buffer, Non-Inverting 1 Element 1 Bit per Element Open Drain Output SOT-353"
"","","U12","RT9742SNGV","CM4IO:RT9742SNGV","EOS:SOT-23","https://www.richtek.com/assets/product_file/RT9742/DS9742-09.pdf","C236680","Farnell","2575555","RT9742SNGV","RichTek","USWI00155","Power Switch/Driver 1:1 N-Channel 500mA SOT-23-3"
"","","U13","FSUSB42MUX","CM4IO:FSUSB42MX","Package_SO:MSOP-10_3x3mm_P0.5mm","https://www.onsemi.com/pub/Collateral/FSUSB42-D.PDF","C11355","Farnell","2564479","FSUSB42MUX","Onsemi","","USB Switch IC 1 Channel 10-MSOP"
"","","U14","74LVC1G07SE-7","CM4IO:74LVC1G07_copy","Package_TO_SOT_SMD:SOT-353_SC-70-5","https://www.diodes.com/assets/Datasheets/74LVC1G07.pdf","C282345","Farnell","2425492","74LVC1G07SE-7","Diodes","","Buffer, Non-Inverting 1 Element 1 Bit per Element Open Drain Output SOT-353"
"","","U15","AP64501SP-13","CM4IO:AP64351","EOS:SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias","https://www.diodes.com/assets/Datasheets/AP64501.pdf","C155484","Digikey","31-AP64501SP-13CT-ND","AP64501SP-13","Diodes","","Buck Switching Regulator IC Positive Adjustable 0.8V 1 Output 5A 8-SOIC (0.154"", 3.90mm Width) Exposed Pad"
"","","U16","AP64501SP-13","CM4IO:AP64351","EOS:SOIC-8-1EP_3.9x4.9mm_P1.27mm_EP2.95x4.9mm_Mask2.71x3.4mm_ThermalVias","https://www.diodes.com/assets/Datasheets/AP64501.pdf","C155484","Digikey","31-AP64501SP-13CT-ND","AP64501SP-13","Diodes","","Buck Switching Regulator IC Positive Adjustable 0.8V 1 Output 5A 8-SOIC (0.154"", 3.90mm Width) Exposed Pad"
"","","U18","RT9742GGJ5","CM4IO:RT9742GGJ5","Package_TO_SOT_SMD:SOT-23-5","https://www.richtek.com/assets/product_file/RT9742/DS9742-00.pdf","C24593","Farnell","	2545875","RT9742GGJ5","RichTek","USWI00166","	Power Switch/Driver 1:1 N-Channel 1A TSOT-23-5"
"","","Y1","24MHz","Device:Crystal","Crystal:Crystal_SMD_HC49-SD","~","C390752","Farnell","2508493","X24M000000S128","AEL","","24MHz Crystal 18pf 30ppm 30ppm"
"","","Y2","X32K768S301","Device:Crystal_Small","Crystal:Crystal_SMD_3215-2Pin_3.2x1.5mm","~","C655074","","","X32K768S301","AEL","","Crystal 32.768KHz 7pF 20pmm"

